Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),348,Hungary,G,FEMALE,PERCENT,8.29,8.29,8.29,9.84,9.84,9.09,9.09,10.36,11.14,11.14,11.14,9.07,8.81,8.81,9.38,10.10,10.10,10.05,10.05,12.56,12.06,12.56,13.07,13.07,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),352,Iceland,G,FEMALE,PERCENT,34.92,34.92,34.92,34.92,30.16,30.16,33.33,33.33,33.33,33.33,42.86,42.86,39.68,39.68,39.68,41.27,41.27,47.62,38.10,38.10,38.10,39.68,47.62,47.62,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),356,India,G,FEMALE,PERCENT,9.02,9.01,8.84,8.84,8.84,8.29,8.26,8.26,9.06,9.06,10.83,10.83,11.01,11.01,11.38,11.97,11.97,11.81,11.81,12.60,14.36,14.44,14.94,15.13,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),360,Indonesia,G,FEMALE,PERCENT,8.00,8.00,8.00,8.00,8.00,11.27,11.27,11.27,11.64,11.64,18.04,18.04,18.21,18.57,18.57,17.12,17.12,19.82,19.82,18.21,20.35,21.04,21.91,21.57,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),364,Iran (Islamic Republic of),G,FEMALE,PERCENT,4.89,3.45,3.45,4.14,4.14,4.14,4.14,4.14,4.14,2.80,2.76,2.76,2.76,3.10,3.10,3.10,3.10,5.88,5.88,5.88,5.88,5.59,5.59,5.59,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),368,Iraq,G,FEMALE,PERCENT,6.40,7.60,7.60,7.60,,,25.45,25.45,25.45,25.45,25.45,25.23,25.23,25.23,25.23,26.52,26.52,25.30,25.30,25.23,26.44,26.44,28.88,28.88,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),372,Ireland,G,FEMALE,PERCENT,12.05,12.05,12.05,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.94,13.94,15.06,15.06,15.66,16.27,16.27,22.15,22.15,22.15,20.89,22.5,23.12,23.12,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),376,Israel,G,FEMALE,PERCENT,11.67,12.50,13.33,15.00,15.00,15.00,15.00,14.17,14.17,14.17,19.17,19.17,20.00,21.67,22.50,22.50,26.67,27.50,27.50,29.17,23.33,26.67,30,24.17,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),380,Italy,G,FEMALE,PERCENT,11.11,11.11,9.84,11.49,11.49,11.53,11.53,17.30,17.30,21.27,21.27,21.27,21.59,21.43,31.43,30.95,30.95,30.95,30.95,35.71,35.71,35.71,36.25,32.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),388,Jamaica,G,FEMALE,PERCENT,13.33,13.33,13.33,11.67,11.67,11.67,11.67,11.67,13.33,13.33,13.33,13.33,12.70,12.70,12.70,12.70,12.70,17.46,17.46,17.46,17.46,28.57,28.57,28.57,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),392,Japan,G,FEMALE,PERCENT,4.60,7.29,7.29,7.29,7.08,7.08,8.96,9.38,9.38,9.38,11.25,11.25,10.83,7.92,8.13,9.47,9.47,9.26,10.11,10.15,9.91,9.91,9.68,9.96,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),400,Jordan,G,FEMALE,PERCENT,0.00,0.00,1.25,1.25,5.45,5.45,5.45,5.45,6.36,6.36,6.36,10.83,10.83,12.00,12.00,12.00,12.00,15.38,15.38,15.38,15.38,11.54,12.31,12.31,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),398,Kazakhstan,G,FEMALE,PERCENT,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.39,15.89,15.89,17.76,17.76,24.30,24.30,25.22,26.17,26.17,27.10,27.10,27.10,27.10,27.1,27.36,27.36,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),404,Kenya,G,FEMALE,PERCENT,3.57,3.57,3.57,7.14,7.14,7.14,7.14,7.31,7.25,9.82,9.82,9.82,9.82,9.82,19.14,19.71,19.71,19.43,21.78,21.78,21.78,21.61,21.43,23.28,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),296,Kiribati,G,FEMALE,PERCENT,4.88,4.88,4.76,4.76,4.76,4.76,4.76,7.14,4.35,4.35,4.35,4.35,8.70,8.70,8.70,8.70,6.52,6.52,6.52,6.52,6.52,6.67,6.67,6.67,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),414,Kuwait,G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,1.54,1.54,1.54,3.08,7.69,7.69,7.69,6.15,4.62,1.54,1.54,3.08,3.08,4.62,6.35,1.54,1.61,6.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),417,Kyrgyzstan,G,FEMALE,PERCENT,1.43,2.33,10.00,10.00,10.00,10.00,0.00,0.00,25.56,25.56,25.56,23.33,23.33,23.33,23.33,23.33,19.17,19.17,19.17,19.17,19.17,17.09,20.45,20,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),418,Lao People's Democratic Republic,G,FEMALE,PERCENT,21.21,21.21,21.21,22.94,22.94,22.94,22.94,25.22,25.22,25.22,25.22,25.22,25.00,25.00,25.00,25.00,25.00,27.52,27.52,27.52,27.52,27.52,21.95,21.95,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),428,Latvia,G,FEMALE,PERCENT,17.00,17.00,17.00,21.00,21.00,21.00,21.00,19.00,20.00,20.00,22.00,20.00,23.00,23.00,25.00,18.00,18.00,16.00,16.00,31.00,30.00,29,27,29,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),422,Lebanon,G,FEMALE,PERCENT,2.34,2.34,2.34,2.34,2.34,2.34,4.69,4.69,4.69,4.69,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,4.69,4.69,4.69,4.69,6.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),426,Lesotho,G,FEMALE,PERCENT,3.80,3.80,3.80,11.67,11.67,11.67,11.67,11.76,25.00,25.00,24.17,24.17,24.17,26.67,26.67,26.67,25.00,25.00,22.13,23.33,23.33,23.33,24.35,26.45,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),430,Liberia,G,FEMALE,PERCENT,7.81,7.81,7.81,7.81,7.81,5.26,12.50,12.50,12.50,12.50,12.50,12.50,9.59,10.96,10.96,10.96,10.96,12.33,9.86,12.33,12.33,10.96,10.96,10.96,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),434,Libya,G,FEMALE,PERCENT,,,,,,,4.74,7.69,7.69,7.69,7.69,7.69,7.69,16.50,16.50,15.96,15.96,15.96,15.96,15.96,15.96,15.96,16.47,16.47,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),438,Liechtenstein,G,FEMALE,PERCENT,4.00,4.00,12.00,12.00,12.00,12.00,24.00,24.00,24.00,24.00,24.00,24.00,24.00,24.00,20.00,20.00,20.00,12.00,12.00,12.00,12.00,12,28,28,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),440,Lithuania,G,FEMALE,PERCENT,17.52,10.64,10.64,10.64,10.64,21.99,21.99,24.82,22.70,17.73,19.15,19.15,19.15,24.46,24.11,23.40,23.40,21.28,21.28,21.28,24.11,27.66,28.37,28.37,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),442,Luxembourg,G,FEMALE,PERCENT,16.67,16.67,16.67,16.67,16.67,23.33,23.33,23.33,23.33,23.33,20.00,20.00,25.00,21.67,28.33,28.33,28.33,28.33,28.33,25.00,30.00,31.67,33.33,35,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),450,Madagascar,G,FEMALE,PERCENT,8.00,8.00,8.00,3.75,3.75,6.88,6.88,6.88,7.87,7.87,,12.50,17.53,17.49,23.13,20.53,20.53,19.21,19.21,19.21,15.89,17.88,18.54,18.54,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),454,Malawi,G,FEMALE,PERCENT,8.29,9.33,9.33,9.33,9.33,13.99,13.61,13.61,12.95,12.95,20.83,20.83,22.28,22.28,22.28,16.67,16.67,16.67,16.67,16.67,22.92,22.92,22.92,20.73,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),458,Malaysia,G,FEMALE,PERCENT,7.25,10.36,10.36,10.36,10.47,9.13,9.13,9.13,10.05,10.81,9.91,9.91,10.41,10.41,10.36,10.36,10.36,10.36,10.36,14.41,14.41,14.86,15,13.51,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),462,Maldives,G,FEMALE,PERCENT,6.00,6.00,6.00,6.00,6.00,12.00,12.00,12.00,12.00,12.00,6.49,6.49,6.49,6.49,6.76,5.88,5.88,5.88,5.88,4.71,4.60,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),466,Mali,G,FEMALE,PERCENT,12.24,12.24,12.24,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,9.52,9.52,8.84,8.84,8.84,8.84,9.52,27.27,26.45,28.57,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),470,Malta,G,FEMALE,PERCENT,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,8.70,8.70,8.70,8.70,8.70,14.29,12.86,12.86,12.50,11.94,11.94,13.43,13.43,13.43,27.85,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),584,Marshall Islands,G,FEMALE,PERCENT,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,9.09,9.09,9.09,9.09,6.06,6.06,6.06,6.06,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),478,Mauritania,G,FEMALE,PERCENT,3.80,3.80,3.70,3.70,3.70,3.70,,17.89,22.11,22.11,22.11,22.11,22.11,22.11,25.17,25.17,25.17,25.17,25.17,20.26,20.26,20.26,20.26,20.26,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),480,Mauritius,G,FEMALE,PERCENT,7.58,5.71,5.71,5.71,5.71,5.71,17.14,17.14,17.14,17.14,17.14,18.84,18.84,18.84,18.84,11.59,11.59,11.59,11.59,11.59,20.00,20,20,20,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),484,Mexico,G,FEMALE,PERCENT,18.20,16.00,16.00,16.00,22.60,22.60,24.20,22.60,23.20,23.20,27.60,26.20,26.20,36.80,37.40,38.00,42.37,42.60,42.60,48.20,48.20,48.2,50,50,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),583,Micronesia (Federated States of),G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,7.14,7.14,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),492,Monaco,G,FEMALE,PERCENT,22.22,22.22,22.22,22.22,20.83,20.83,20.83,20.83,20.83,25.00,26.09,26.09,19.05,19.05,20.83,20.83,20.83,20.83,20.83,33.33,33.33,33.33,33.33,36.36,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),496,Mongolia,G,FEMALE,PERCENT,7.89,10.53,10.53,10.53,10.53,6.76,6.67,6.58,6.58,4.05,3.95,3.95,3.95,14.86,14.86,14.86,14.47,17.11,17.11,17.11,17.33,17.33,17.11,17.11,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),499,Montenegro,G,FEMALE,PERCENT,,,,,,,,8.64,11.11,11.11,11.11,11.11,12.35,17.28,14.81,17.28,17.28,23.46,23.46,23.46,29.63,24.69,27.16,28.4,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),504,Morocco,G,FEMALE,PERCENT,0.62,0.62,0.62,10.77,10.77,10.77,10.77,10.77,10.46,10.46,10.46,10.46,16.96,16.96,16.96,16.96,16.96,20.51,20.51,20.51,20.51,20.51,24.05,24.3,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),508,Mozambique,G,FEMALE,PERCENT,30.00,30.00,30.00,30.00,30.00,34.80,34.80,34.80,34.80,34.80,39.20,39.20,39.20,39.20,39.20,39.60,39.60,39.60,39.60,39.60,41.20,42.4,42.4,43.2,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),104,Myanmar,G,FEMALE,PERCENT,,,,,,,,,,,,4.29,3.54,6.03,5.59,6.19,9.93,10.16,10.16,11.32,11.11,15.29,15.29,NaN,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),516,Namibia,G,FEMALE,PERCENT,22.22,25.00,25.00,26.39,26.39,25.00,26.92,26.92,26.92,26.92,26.87,24.36,24.36,24.36,25.64,41.35,41.35,41.35,46.15,46.15,42.71,44.23,44.23,44.23,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),520,Nauru,G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,5.26,10.53,10.53,10.53,10.53,10.53,10.53,10.53,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),524,Nepal,G,FEMALE,PERCENT,5.85,5.85,5.85,,,,,17.33,17.33,33.17,33.17,33.17,33.17,33.17,29.91,29.48,29.55,29.58,32.70,32.73,32.73,32.73,33.58,33.09,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),528,Netherlands,G,FEMALE,PERCENT,36.00,36.00,36.00,36.67,36.67,36.67,36.67,36.67,39.33,41.33,42.00,40.67,40.67,38.67,38.67,37.33,37.33,38.00,36.00,31.33,33.33,33.33,40.67,40.67,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),554,New Zealand,G,FEMALE,PERCENT,29.17,30.83,30.83,29.17,28.33,28.33,32.23,32.23,33.06,33.61,33.61,33.61,32.23,32.23,33.88,31.41,31.41,34.17,38.33,40.00,40.83,48.33,49.17,50,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),558,Nicaragua,G,FEMALE,PERCENT,9.68,9.68,20.65,20.65,20.65,20.65,20.65,18.48,18.48,18.48,20.65,20.65,40.22,40.22,40.22,39.13,41.30,45.65,45.65,44.57,47.25,48.35,50.55,51.65,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),562,Niger,G,FEMALE,PERCENT,1.20,1.20,1.20,1.20,1.20,12.39,12.39,12.39,12.39,12.39,9.73,,13.27,13.27,13.27,13.27,13.27,16.96,16.96,16.96,16.96,25.9,25.9,30.72,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),566,Nigeria,G,FEMALE,PERCENT,,3.42,3.42,3.42,6.67,4.72,6.39,6.11,6.98,6.98,6.98,6.98,6.82,6.67,6.67,6.67,5.56,5.56,5.56,5.57,3.43,3.61,3.61,3.61,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),807,North Macedonia,G,FEMALE,PERCENT,7.50,6.67,6.67,18.33,18.33,19.17,19.17,28.33,29.17,31.67,32.50,32.50,30.89,32.52,34.15,33.33,33.33,31.67,37.50,38.33,40.00,39.17,41.67,41.67,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),578,Norway,G,FEMALE,PERCENT,36.36,36.36,35.76,36.36,36.36,38.18,37.87,37.87,36.09,36.09,39.65,39.65,39.65,39.65,39.65,39.65,39.65,39.65,41.42,40.83,41.42,44.38,44.97,46.15,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),512,Oman,G,FEMALE,PERCENT,,,,,,2.41,2.41,2.41,0.00,0.00,0.00,0.00,1.19,1.19,1.19,1.19,1.18,1.18,1.18,1.18,2.33,2.33,2.33,2.33,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),586,Pakistan,G,FEMALE,PERCENT,,,,21.64,21.64,21.35,21.35,21.35,21.05,22.49,22.22,22.22,22.51,22.51,20.74,20.74,20.59,20.59,20.59,20.23,20.18,20.18,20.47,20.47,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),585,Palau,G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,12.50,12.50,6.25,6.25,6.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),591,Panama,G,FEMALE,PERCENT,9.72,9.86,9.86,9.86,9.86,16.67,16.67,16.67,16.67,16.67,8.45,8.45,8.45,8.45,8.45,19.30,18.31,18.31,18.31,18.31,22.54,22.54,22.54,22.54,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),598,Papua New Guinea,G,FEMALE,PERCENT,1.83,1.83,1.83,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,2.70,2.70,2.70,2.70,2.70,0.00,0.00,0.00,0,0,1.74,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),600,Paraguay,G,FEMALE,PERCENT,2.50,2.50,2.50,2.50,10.00,10.00,10.00,10.00,10.00,12.50,12.50,12.50,12.50,12.50,15.00,15.00,15.00,13.75,13.75,15.00,16.25,15,17.5,18.75,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),604,Peru,G,FEMALE,PERCENT,10.83,20.00,18.33,18.33,18.33,18.33,18.33,29.17,29.17,29.17,27.50,27.50,21.54,21.54,22.31,22.31,22.31,27.69,27.69,30.00,30.00,26.15,40,38.76,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),608,Philippines,G,FEMALE,PERCENT,12.44,11.26,17.76,17.76,17.76,15.25,15.68,15.25,20.50,20.50,20.97,22.14,22.89,22.89,27.34,27.24,27.24,29.45,29.45,29.45,27.96,27.96,27.69,27.33,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),616,Poland,G,FEMALE,PERCENT,13.04,13.04,20.22,20.22,20.22,20.22,20.43,20.43,20.43,20.22,20.00,20.00,23.70,23.70,24.35,24.13,27.39,28.04,28.04,29.13,28.70,28.32,28.26,28.26,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),620,Portugal,G,FEMALE,PERCENT,18.70,17.39,18.70,19.13,19.13,19.13,21.30,21.30,28.26,28.26,27.39,27.39,28.70,28.70,31.30,31.30,34.78,34.78,34.78,35.65,40.00,40,40,36.09,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),634,Qatar,G,FEMALE,PERCENT,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76,9.76,9.76,9.76,4.44,4.44,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),410,Republic of Korea,G,FEMALE,PERCENT,3.68,5.86,5.86,5.86,5.54,13.04,13.38,13.38,14.38,13.71,14.72,14.72,14.72,15.67,15.67,16.33,16.33,17.00,17.00,17.11,17.29,19,18.64,19.06,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),498,Republic of Moldova,G,FEMALE,PERCENT,8.91,7.92,12.87,12.87,12.87,15.84,21.78,21.78,21.78,21.78,23.76,18.81,19.80,19.80,18.81,20.79,21.78,22.77,22.77,22.77,24.75,24.75,40.59,38.61,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),642,Romania,G,FEMALE,PERCENT,7.29,10.72,10.72,10.72,10.72,11.45,11.18,11.18,9.39,11.38,11.38,11.38,11.21,13.35,13.51,13.72,13.72,20.67,20.67,20.67,21.88,18.54,19.09,19.09,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),643,Russian Federation,G,FEMALE,PERCENT,7.71,7.71,7.57,7.57,9.78,9.84,9.84,9.84,14.00,14.00,14.00,14.00,13.56,13.56,13.56,13.56,13.56,15.78,15.78,15.78,15.78,15.78,16.22,16.44,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),646,Rwanda,G,FEMALE,PERCENT,17.14,25.71,25.68,25.68,48.75,48.75,48.75,48.75,48.75,56.25,56.25,56.25,56.25,56.25,63.75,63.75,63.75,61.25,61.25,61.25,61.25,61.25,61.25,61.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),659,Saint Kitts and Nevis,G,FEMALE,PERCENT,13.33,13.33,13.33,13.33,13.33,0.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,13.33,13.33,13.33,13.33,20.00,25,25,31.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),662,Saint Lucia,G,FEMALE,PERCENT,11.11,11.11,11.11,11.11,11.11,11.11,11.11,5.56,11.11,11.11,11.11,11.11,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,11.11,11.11,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),670,Saint Vincent and the Grenadines,G,FEMALE,PERCENT,4.76,4.76,22.73,22.73,22.73,22.73,18.18,18.18,18.18,18.18,21.74,14.29,17.39,17.39,13.04,13.04,13.04,13.04,13.04,13.04,13.04,18.18,18.18,18.18,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),882,Samoa,G,FEMALE,PERCENT,8.16,8.16,6.12,6.12,6.12,6.12,6.12,6.12,8.16,8.16,8.16,8.16,4.08,4.08,4.08,6.12,6.12,10.00,10.00,10.00,10.00,10,7.84,12.96,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),674,San Marino,G,FEMALE,PERCENT,13.33,13.33,16.67,16.67,16.67,16.67,16.67,11.67,11.67,15.00,16.67,16.67,18.33,16.67,18.33,16.67,16.67,26.67,26.67,25.00,31.67,33.33,33.33,33.33,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),678,Sao Tome and Principe,G,FEMALE,PERCENT,9.09,9.09,9.09,9.09,9.09,9.09,9.09,7.27,1.82,7.27,7.27,18.18,18.18,18.18,18.18,18.18,18.18,18.18,18.18,14.55,14.55,23.64,23.64,14.55,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),682,Saudi Arabia,G,FEMALE,PERCENT,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,,,,,,,,,,,,,,,,,,
